age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
61,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
25,Private,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
22,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States
35,Private,13,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
26,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
24,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States
77,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
54,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Italy
63,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,40,United-States
32,State-gov,10,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0,0,50,United-States
23,Private,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
44,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States
21,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States
32,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
26,Private,13,Married-civ-spouse,Sales,Wife,White,Female,5178,0,42,United-States
22,Private,12,Never-married,Protective-serv,Own-child,White,Male,0,0,60,United-States
60,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
42,Private,10,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States
53,Private,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
52,Private,10,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States
24,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States
56,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States
48,State-gov,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States
29,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,97,United-States
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,Germany
55,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
34,Private,13,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
48,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
36,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
49,State-gov,16,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,United-States
74,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,United-States
39,Private,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States
42,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
34,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
25,Self-emp-not-inc,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
45,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
43,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
40,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
41,State-gov,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
34,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
53,Self-emp-inc,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico
40,State-gov,5,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
52,Self-emp-inc,14,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States
28,Private,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States
28,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,24,United-States
24,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States
63,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,72,United-States
25,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
62,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States
33,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
40,State-gov,14,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,40,United-States
20,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
31,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States
19,Private,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States
40,Private,13,Married-spouse-absent,Other-service,Not-in-family,Other,Male,0,0,40,Mexico
31,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
58,Federal-gov,7,Divorced,Craft-repair,Not-in-family,Black,Female,14084,0,40,United-States
35,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States
55,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States
55,Private,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,10,United-States
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States
27,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
55,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States
49,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
75,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
62,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
70,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6418,0,40,United-States
29,Self-emp-inc,12,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States
37,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
42,Private,10,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States
36,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
27,Self-emp-inc,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States
28,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,United-States
42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States
37,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
35,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
60,Private,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
33,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
24,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
41,Self-emp-not-inc,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,Jamaica
32,Private,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
20,Private,10,Never-married,Prof-specialty,Other-relative,Black,Female,594,0,20,United-States
50,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
20,Private,10,Never-married,Sales,Own-child,White,Male,0,0,16,United-States
41,Private,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States
54,Local-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Mexico
35,Private,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
52,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States
31,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States
37,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
38,Private,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico
49,State-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
41,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
32,State-gov,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States
23,Private,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,United-States
42,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Puerto-Rico
35,Self-emp-not-inc,9,Never-married,Machine-op-inspct,Own-child,White,Male,8614,0,40,United-States
44,Self-emp-not-inc,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,88,United-States
49,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
41,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,44,United-States
25,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
35,Private,14,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
81,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
35,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
30,Private,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
46,Private,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States
50,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
56,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,2907,0,52,Cuba
59,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
50,Self-emp-inc,13,Widowed,Sales,Unmarried,White,Male,0,0,65,United-States
33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40,Private,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,37,United-States
28,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States
42,Self-emp-not-inc,15,Divorced,Prof-specialty,Unmarried,White,Female,7430,0,44,United-States
38,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2824,45,United-States
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
43,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
30,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States
38,Local-gov,10,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States
37,Private,11,Never-married,Sales,Unmarried,Black,Female,0,0,6,United-States
44,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States
37,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
33,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,87,United-States
46,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
29,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
63,Private,3,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,19,Philippines
33,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States
41,Local-gov,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
34,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,43,India
47,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
41,State-gov,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
42,Local-gov,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,United-States
63,Private,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,South
58,Private,14,Widowed,Sales,Not-in-family,White,Female,0,0,27,United-States
58,Private,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador
24,Private,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Philippines
33,Private,8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
36,Private,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United-States
40,Federal-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
30,Private,10,Never-married,Other-service,Unmarried,White,Female,0,0,36,United-States
19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States
28,Private,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,42,United-States
37,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
49,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States
46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
19,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
36,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
53,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
31,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,2174,0,40,United-States
19,Private,10,Never-married,Craft-repair,Own-child,White,Male,594,0,40,United-States
20,Private,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,Mexico
25,Local-gov,13,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States
37,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
44,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
50,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
39,State-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States
42,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States
49,State-gov,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States
22,Private,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
30,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States
20,Local-gov,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
33,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47,Private,9,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,40,United-States
72,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,2329,0,60,United-States
39,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
27,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
45,Private,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
51,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
19,Private,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
38,Self-emp-not-inc,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
34,Private,7,Divorced,Other-service,Not-in-family,White,Female,0,0,70,United-States
24,Private,11,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States
41,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
39,Private,10,Never-married,Other-service,Own-child,Black,Female,0,2205,40,United-States
44,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
23,Private,13,Never-married,Sales,Own-child,Black,Female,0,0,25,United-States
30,Private,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1740,40,Haiti
28,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
38,Private,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
51,State-gov,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
31,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
63,Private,5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States
39,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
39,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States
33,Self-emp-not-inc,13,Never-married,Other-service,Not-in-family,White,Female,0,0,15,United-States
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,9,United-States
24,Private,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1721,40,United-States
31,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States
51,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
39,Private,12,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States
46,Self-emp-not-inc,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States
42,State-gov,10,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States
35,Local-gov,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
65,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
40,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,15,United-States
50,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
58,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States
47,Private,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
20,Private,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States
37,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
43,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
41,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,United-States
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
26,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
26,Private,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States
20,State-gov,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States
34,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
52,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
37,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States
52,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1741,38,United-States
18,Private,8,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States
26,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
59,Private,14,Never-married,Sales,Not-in-family,White,Female,27828,0,45,United-States
41,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,10,United-States
17,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
18,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
35,Private,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States
43,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
47,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
38,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
29,Private,11,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,United-States
26,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
48,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
24,Private,13,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,40,United-States
31,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,60,India
41,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
20,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States
34,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States
44,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
23,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
46,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States
52,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States
47,Private,10,Divorced,Other-service,Own-child,White,Female,0,0,44,United-States
35,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Mexico
46,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,Canada
44,Private,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States
24,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
30,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States
47,Private,9,Divorced,Craft-repair,Not-in-family,Black,Male,8614,0,44,United-States
42,Local-gov,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
26,Private,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,1719,40,Mexico
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,52,United-States
23,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
57,Private,7,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Canada
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
