시도명,시군구명,종류,처리방식,용도,사용대상,1L가격,1.5L가격,2L가격,2.5L가격,3L가격,5L가격,10L가격,20L가격,30L가격,50L가격,60L가격,75L가격,100L가격,120L가격,125L가격
강원도,영월군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,180,350,0,0,0,0,0,0,0
강원도,원주시,규격봉투,기타,생활쓰레기,가정용,0,0,0,0,100,170,320,680,0,1690,0,2500,0,0,0
강원도,원주시,규격봉투,기타,음식물쓰레기,가정용,0,0,80,0,100,170,320,680,0,1690,0,0,0,0,0
강원도,원주시,재사용규격봉투,기타,생활쓰레기,가정용,0,0,0,0,0,170,320,680,0,0,0,0,0,0,0
강원도,원주시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1200,0,2600,0,3800,0,0,0
강원도,인제군,규격봉투,매립용,생활쓰레기,가정용,0,0,40,0,60,90,150,300,0,740,0,0,1470,1700,0
강원도,인제군,규격봉투,소각용,생활쓰레기,가정용,0,0,40,0,60,90,150,300,0,740,0,0,1470,1700,0
강원도,정선군,규격봉투,기타,생활쓰레기,가정용,0,0,40,0,50,80,150,280,430,700,0,0,0,0,0
강원도,정선군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,150,280,430,700,0,0,0,0,0
강원도,정선군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,150,280,430,700,0,1040,0,0,0
강원도,철원군,규격봉투,기타,음식물쓰레기,가정용,0,0,0,0,0,110,190,0,0,0,0,0,0,0,0
강원도,철원군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,970,0,0,0,0,0
강원도,철원군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,970,0,0,1950,0,0
강원도,철원군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,0,0,0,0,0,0
강원도,춘천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,140,230,470,0,0,0,0,0,0,0
강원도,춘천시,규격봉투,매립용,음식물쓰레기,가정용,40,0,50,0,80,140,230,470,0,0,0,0,0,0,0
강원도,춘천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,140,230,470,0,1140,0,1710,0,0,0
강원도,춘천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,470,0,0,0,0,0,0,0
강원도,태백시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,190,370,0,890,0,1320,0,0,0
강원도,평창군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,800,0,1260,0,0,0,0,0,0,0
강원도,평창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,490,0,1180,0,1760,2350,0,0
강원도,평창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,490,0,0,0,0,0,0,0
강원도,평창군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,70,130,260,490,0,0,0,0,0,0,0
강원도,홍천군,규격봉투,기타,음식물쓰레기,가정용,0,0,45,0,70,120,230,450,0,0,0,0,0,0,0
강원도,홍천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,230,450,0,0,0,0,0,0,0
강원도,홍천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,450,0,1110,0,0,2200,0,0
강원도,화천군,규격봉투,매립용,생활쓰레기,가정용,0,0,50,0,60,70,120,230,350,560,0,0,1110,0,0
강원도,화천군,규격봉투,소각용,생활쓰레기,가정용,0,0,50,0,60,70,120,230,0,0,0,0,0,0,0
강원도,화천군,규격봉투,소각용,생활쓰레기,가정용,0,0,50,0,60,70,120,230,350,560,0,0,1110,0,0
강원도,횡성군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,60,100,200,400,600,980,0,1500,0,0,0
강원도,횡성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,0,980,0,1500,0,0,0
강원도,횡성군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0
경기도,가평군,규격봉투,기타,음식물쓰레기,가정용,30,0,50,0,70,120,250,500,0,0,0,0,0,0,0
경기도,가평군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,250,500,0,1250,0,1870,0,0,0
경기도,가평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,500,0,1250,0,1870,0,0,0
경기도,가평군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,500,0,0,0,0,0,0,0
경기도,가평군,특수규격마대,기타,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0
경기도,고양시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,120,180,360,710,0,1760,0,2640,0,0,0
경기도,고양시,규격봉투,소각용,음식물쓰레기,가정용,50,0,90,0,120,180,360,710,0,0,0,0,0,0,0
경기도,과천시,규격봉투,소각용,생활쓰레기,가정용,0,0,60,0,70,120,230,440,0,1100,0,0,2200,0,0
경기도,과천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,440,0,0,0,0,0,0,0
경기도,과천시,규격봉투,소각용,음식물쓰레기,가정용,30,0,60,0,70,120,230,440,0,1100,0,0,0,0,0
경기도,광명시,규격봉투,소각용,생활쓰레기,가정용,40,0,60,0,90,140,260,500,0,1240,0,1850,0,0,0
경기도,광주시,규격봉투,기타,음식물쓰레기,가정용,0,40,0,0,80,140,280,560,0,0,0,0,0,0,0
경기도,광주시,규격봉투,소각용+매립용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,2100,0,0,0
경기도,광주시,재사용규격봉투,소각용+매립용,생활쓰레기,가정용,0,0,0,0,0,0,280,560,0,0,0,0,0,0,0
경기도,광주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1600,0,4000,0,0,0,0,0
경기도,구리시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,140,260,510,0,1250,0,1860,2470,0,0
경기도,군포시,규격봉투,소각용,생활쓰레기,가정용,50,0,0,0,140,240,450,900,0,2220,0,3330,0,0,0
경기도,군포시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,3330,0,5000,0,0,0
경기도,군포시,규격봉투,소각용,음식물쓰레기,가정용,50,0,100,0,0,250,800,1600,0,0,0,0,0,0,0
경기도,군포시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,2500,5000,0,0,0,0,0,0,0
경기도,김포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,180,360,720,0,1800,0,2700,0,0,0
경기도,김포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2400,0,3600,0,0,0
경기도,김포시,규격봉투,소각용,음식물쓰레기,가정용,0,70,0,0,140,240,490,990,0,0,0,0,0,0,0
경기도,김포시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,180,360,720,0,1800,0,2700,0,0,0
경기도,김포시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1000,0,2500,0,0,0,0,0
경기도,남양주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,370,740,1110,1850,0,2780,0,0,0
경기도,동두천시,규격봉투,기타,음식물쓰레기,가정용,30,0,50,0,70,120,250,550,0,0,0,0,0,0,0
경기도,동두천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,250,550,0,1250,0,2000,0,0,0
경기도,동두천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2000,0,3600,0,0,0,0,0
경기도,부천시,규격봉투,매립용,음식물쓰레기,가정용,30,0,60,0,90,150,300,600,900,0,0,0,0,0,0
경기도,부천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0
경기도,부천시,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0
경기도,부천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,0,900,0,0,0,0,0,0
경기도,성남시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,500,0,1250,0,1880,0,0,0
경기도,성남시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2010,0,3000,0,0,0
경기도,성남시,규격봉투,소각용,음식물쓰레기,가정용,20,0,50,0,80,130,250,500,0,0,0,0,0,0,0
경기도,성남시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,500,0,0,0,0,0,0,0
경기도,성남시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,340,660,1200,0,0,0,0,0,0,0
경기도,수원시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,0,150,300,0,0,0,0,0,0,0,0
경기도,수원시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0
경기도,수원시,규격봉투,소각용,음식물쓰레기,가정용,40,0,80,0,120,200,400,800,0,2000,0,0,0,0,0
경기도,수원시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0
경기도,시흥시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,110,180,350,700,0,1750,0,2630,0,0,0
경기도,시흥시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,130,260,530,0,1300,0,0,0,0,0
경기도,시흥시,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1000,0,2500,0,0,5000,0,0
경기도,시흥시,규격봉투,매립용,음식물쓰레기,가정용,30,0,60,0,90,0,300,600,0,0,0,0,0,0,0
경기도,시흥시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,520,0,1570,2610,0,3920,0,0,0
경기도,시흥시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,1570,2610,0,0,5220,0,0
경기도,시흥시,규격봉투,소각용,음식물쓰레기,가정용,50,0,100,0,150,0,500,1000,1500,0,0,0,0,0,0
경기도,시흥시,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,130,260,530,0,0,0,0,0,0,0
경기도,시흥시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1500,0,3200,0,0,0,0,0
경기도,안산시,규격봉투,매립용,음식물쓰레기,가정용,40,0,60,0,90,130,250,500,0,1200,0,0,2400,0,0
경기도,안산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,500,0,1200,0,0,2400,0,0
경기도,안성시,규격봉투,소각용,생활쓰레기,가정용,20,0,40,0,70,110,220,440,0,1100,0,0,2200,0,0
경기도,안양시,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,150,300,550,0,1400,0,2100,0,0,0
경기도,안양시,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,150,300,550,0,1400,0,2100,0,0,0
경기도,안양시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,150,300,550,0,1400,0,2100,0,0,0
경기도,안양시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,550,0,1400,0,2100,0,0,0
경기도,안양시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,150,300,550,0,1400,0,2100,0,0,0
경기도,안양시,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,150,300,550,0,1400,0,2100,0,0,0
경기도,안양시,규격봉투,소각용,음식물쓰레기,가정용,0,50,0,80,0,150,300,550,0,0,0,0,0,0,0
경기도,안양시,규격봉투,소각용,음식물쓰레기,사업장용,0,50,0,80,0,150,300,550,0,0,0,0,0,0,0
경기도,안양시,규격봉투,소각용,음식물쓰레기,기타,0,50,0,80,0,150,300,550,0,0,0,0,0,0,0
경기도,안양시,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0
경기도,안양시,재사용규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0
경기도,안양시,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0
경기도,안양시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0
경기도,안양시,재사용규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0
경기도,안양시,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0
경기도,안양시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0
경기도,안양시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0
경기도,안양시,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0
경기도,양주시,규격봉투,매립용,음식물쓰레기,가정용,30,0,0,0,90,150,300,600,0,0,0,0,0,0,0
경기도,양주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,150,300,600,0,1500,0,2250,0,0,0
경기도,양주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1000,2000,0,5000,0,0,0,0,0
경기도,양평군,규격봉투,기타,음식물쓰레기,가정용,50,0,0,0,90,150,300,0,0,0,0,0,0,0,0
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,2100,0,0,0
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,0,0,0,0,0,0,0
경기도,양평군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,790,1550,0,0,0,0,0,0,0
경기도,여주시,규격봉투,매립용,음식물쓰레기,가정용,30,0,50,0,70,120,230,460,0,1150,0,0,0,0,0
경기도,여주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,230,460,0,1150,0,0,2300,0,0
경기도,여주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,460,0,0,0,0,0,0,0
경기도,연천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0
경기도,연천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,290,560,0,1340,0,2050,0,0,0
경기도,연천군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,70,130,290,560,0,0,0,0,0,0,0
경기도,오산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,140,260,480,720,1200,0,2000,0,0,0
경기도,오산시,규격봉투,소각용,음식물쓰레기,가정용,40,0,80,0,130,220,440,880,0,0,0,0,0,0,0
경기도,오산시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,260,480,0,0,0,0,0,0,0
경기도,오산시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1500,0,2000,0,0,0,0,0
경기도,용인시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,330,660,0,1800,0,2700,0,0,0
경기도,용인시,규격봉투,소각용,음식물쓰레기,가정용,50,0,0,0,160,270,550,1100,0,0,0,0,0,0,0
경기도,용인시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,330,660,0,0,0,0,0,0,0
경기도,용인시,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0
경기도,의왕시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,350,680,0,1700,0,0,3300,0,0
경기도,의왕시,규격봉투,소각용,음식물쓰레기,가정용,80,0,160,0,240,400,800,1600,0,0,0,0,0,0,0
경기도,의왕시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,350,680,0,0,0,0,0,0,0
경기도,의왕시,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,0
경기도,의정부시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,360,730,0,1950,0,3600,0,0,0
경기도,의정부시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,0,0,5570,0,0,0
경기도,의정부시,규격봉투,소각용,음식물쓰레기,가정용,40,0,0,100,0,210,360,730,0,0,0,0,0,0,0
경기도,의정부시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,120,210,360,730,0,0,0,0,0,0,0
경기도,의정부시,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2000,0,5000,0,0,0,0,0
경기도,의정부시,특수규격마대,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,2700,0,0,5300,0,0
경기도,이천시,규격봉투,매립용,음식물쓰레기,가정용,50,0,0,0,110,180,350,700,0,1750,0,0,0,0,0
경기도,이천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,330,640,0,1580,0,2360,0,0,0
경기도,파주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,220,410,800,1190,1950,0,2910,3870,0,0
경기도,파주시,규격봉투,소각용,음식물쓰레기,가정용,60,0,100,0,140,220,410,800,0,0,0,0,0,0,0
경기도,평택시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,500,0,1250,0,1880,0,0,0
경기도,평택시,규격봉투,소각용,음식물쓰레기,가정용,0,40,0,0,80,130,250,500,0,0,0,0,0,0,0
경기도,평택시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,500,0,0,0,0,0,0,0
경기도,포천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,2100,0,0,0
경기도,포천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,280,560,840,0,0,0,0,0,0
경기도,포천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,560,0,1400,0,0,0,0,0
경기도,하남시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,130,260,500,0,1240,0,1860,2470,0,0
경기도,화성시,재사용규격봉투,기타,음식물쓰레기,가정용,60,0,0,0,180,290,580,1170,0,0,0,0,0,0,0
경기도,화성시,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,0,0,0,0
경기도,화성시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0
경기도,화성시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,0,0,0,0,0,0
경기도,화성시,재사용규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2530,0,3800,0,0,0
경기도,화성시,특수규격마대,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0
경상남도,거제시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1800,0,2750,0,0,0
경상남도,거제시,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,1400,2200,0,3400,0,0,0
경상남도,거제시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2350,0,3700,0,0,0
경상남도,거제시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,150,250,350,650,0,0,0,0,0,0,0
경상남도,거창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0
경상남도,거창군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0
경상남도,거창군,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0
경상남도,고성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,600,1000,0,0,2000,0,0
경상남도,김해시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,200,400,800,1200,2400,0,3600,0,0,0
경상남도,남해군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,1000,0,0,0,0,0
경상남도,밀양시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1720,0,0,0,0,0
경상남도,밀양시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,370,700,0,1720,0,2560,0,0,0
경상남도,밀양시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,370,700,0,0,0,0,0,0,0
경상남도,사천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,130,250,500,0,0,0,0,0,0,0
경상남도,사천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0
경상남도,사천시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,0,130,250,500,0,1200,0,0,0,0,0
경상남도,산청군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,120,230,450,0,1130,0,1690,0,0,0
경상남도,산청군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,120,230,450,0,1130,0,1690,0,0,0
경상남도,산청군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,600,0,1500,0,0,0,0,0
경상남도,산청군,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,600,0,1500,0,0,0,0,0
경상남도,양산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,140,250,500,950,1500,2350,0,0,4700,0,0
경상남도,양산시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,500,950,0,0,0,0,0,0,0
경상남도,양산시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,1830,0,0,0,0,0,0
경상남도,양산시,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0
경상남도,의령군,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,60,100,200,400,0,0,0,0,0,0,0
경상남도,의령군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,0,1000,0,1500,0,0,0
경상남도,의령군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0
경상남도,진주시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,160,300,590,0,1430,0,2140,0,0,0
경상남도,창녕군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,160,0,0,780,0,1150,0,0,0
경상남도,창녕군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,320,470,0,0,0,0,0,0
경상남도,창녕군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,270,0,770,0,0,1290,0,0,0
경상남도,창원시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,350,700,0,1790,0,2690,0,0,0
경상남도,통영시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,140,0,0,0,1240,0,1850,0,0,0
경상남도,통영시,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,90,140,260,500,0,0,0,0,0,0,0
경상남도,통영시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,500,0,0,0,0,0,0,0
경상남도,하동군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0
경상남도,함안군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1000,0,1500,0,0,0
경상남도,함안군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,40,100,200,400,0,0,0,0,0,0,0
경상남도,함안군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0
경상남도,함안군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,1500,0,0,0,0,0
경상남도,함양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,60,100,200,400,0,980,0,0,0,0,0
경상남도,함양군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0
경상남도,합천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,430,0,1040,0,0,0,0,0
경상남도,합천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,350,520,860,0,1320,0,0,0
경상남도,합천군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,70,90,170,350,0,0,0,0,0,0,0
경상북도,경산시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,220,430,0,1050,0,0,2090,0,0
경상북도,경주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,350,520,850,0,1340,0,0,0
경상북도,경주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,180,350,520,0,0,0,0,0,0
경상북도,경주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
경상북도,고령군,규격봉투,소각용,생활쓰레기,가정용,20,0,40,0,50,90,180,360,540,900,0,1350,1800,0,0
