ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
459789,Male,Yes,56,No,Artist,1.0,Average,2.0
464223,Female,Yes,52,Yes,Artist,2.0,Low,2.0
460280,Male,Yes,39,Yes,Entertainment,0.0,Low,1.0
460331,Female,No,35,No,Artist,5.0,Low,1.0
461494,Male,Yes,33,No,Engineer,0.0,Average,2.0
460035,Female,No,25,Yes,Artist,0.0,Low,6.0
463812,Female,Yes,27,Yes,Artist,0.0,Average,2.0
465569,Male,Yes,35,Yes,Artist,1.0,High,3.0
466333,Female,Yes,41,Yes,Artist,1.0,Average,2.0
462723,Female,Yes,46,No,Artist,8.0,Average,2.0
462404,Female,No,26,Yes,Artist,9.0,Low,1.0
461799,Male,Yes,43,Yes,Doctor,13.0,High,2.0
459933,Female,Yes,30,Yes,Artist,8.0,Low,4.0
463717,Female,Yes,70,Yes,Artist,1.0,Average,4.0
462149,Female,Yes,89,No,Lawyer,3.0,High,1.0
462769,Female,Yes,42,No,Homemaker,6.0,High,4.0
465532,Female,Yes,37,Yes,Entertainment,6.0,Average,3.0
462829,Male,Yes,29,No,Executive,1.0,Average,3.0
459210,Female,Yes,68,Yes,Artist,1.0,High,2.0
464659,Female,No,25,No,Engineer,1.0,Low,1.0
467759,Female,Yes,48,Yes,Doctor,0.0,Low,2.0
461475,Female,Yes,51,Yes,Doctor,1.0,Average,3.0
462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0
466890,Male,Yes,47,Yes,Artist,0.0,Average,6.0
467479,Male,Yes,35,Yes,Executive,1.0,Average,4.0
466799,Female,No,19,No,Healthcare,2.0,Low,3.0
460873,Male,Yes,46,Yes,Entertainment,0.0,Average,3.0
466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0
459462,Male,Yes,66,Yes,Artist,0.0,High,2.0
465727,Male,No,42,No,Marketing,1.0,Low,5.0
462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0
460941,Male,Yes,72,No,Engineer,1.0,Low,1.0
461629,Male,Yes,53,Yes,Artist,0.0,Low,3.0
459907,Female,Yes,39,Yes,Artist,8.0,Average,2.0
467146,Female,No,27,No,Homemaker,9.0,Low,1.0
459196,Female,No,23,No,Healthcare,1.0,Low,3.0
465444,Female,No,30,Yes,Entertainment,0.0,Low,4.0
464186,Female,Yes,39,Yes,Artist,5.0,Average,2.0
466412,Male,Yes,26,Yes,Artist,1.0,Average,3.0
459480,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0
467880,Female,Yes,45,Yes,Artist,1.0,Average,2.0
460216,Female,No,62,No,Entertainment,2.0,Low,1.0
467941,Female,No,27,Yes,Doctor,1.0,Low,3.0
462572,Female,Yes,30,No,Engineer,1.0,Average,7.0
467443,Male,No,32,No,Healthcare,7.0,Low,4.0
459701,Male,No,47,No,Artist,3.0,Low,3.0
461139,Female,No,32,Yes,Artist,4.0,Low,4.0
461115,Female,Yes,32,No,Engineer,5.0,Low,3.0
459027,Male,Yes,67,Yes,Doctor,1.0,Average,4.0
467340,Female,Yes,77,Yes,Lawyer,0.0,High,2.0
460857,Male,No,31,No,Entertainment,1.0,Low,1.0
464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0
463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0
461392,Male,Yes,71,Yes,Artist,0.0,Average,5.0
461546,Female,Yes,72,No,Lawyer,1.0,Low,3.0
462130,Male,Yes,45,Yes,Artist,9.0,Average,2.0
464684,Female,No,40,No,Engineer,9.0,Low,5.0
462276,Female,No,36,Yes,Engineer,4.0,Low,1.0
462417,Male,No,30,No,Healthcare,4.0,Low,4.0
466463,Female,No,29,Yes,Healthcare,2.0,Low,4.0
464736,Male,No,28,Yes,Engineer,0.0,Low,5.0
463855,Female,Yes,40,Yes,Artist,1.0,Average,2.0
460344,Female,Yes,52,Yes,Artist,14.0,Average,2.0
460139,Male,No,26,No,Artist,6.0,Low,6.0
464126,Female,No,55,Yes,Marketing,3.0,Low,1.0
461286,Female,No,20,No,Doctor,4.0,Low,4.0
461621,Female,Yes,87,Yes,Lawyer,0.0,High,2.0
460163,Male,No,28,No,Healthcare,0.0,Low,2.0
461958,Male,No,38,No,Artist,2.0,Low,2.0
464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0
464791,Male,Yes,42,No,Marketing,0.0,High,6.0
464579,Female,No,29,No,Engineer,1.0,Low,4.0
463531,Male,No,32,Yes,Doctor,0.0,Low,4.0
465486,Female,Yes,59,No,Artist,1.0,High,2.0
460882,Male,No,22,No,Healthcare,0.0,Low,2.0
461298,Female,Yes,78,Yes,Artist,1.0,High,2.0
461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0
459260,Male,Yes,37,Yes,Artist,0.0,Average,4.0
462772,Male,Yes,37,Yes,Healthcare,1.0,High,4.0
459143,Male,Yes,47,No,Artist,0.0,High,4.0
464532,Female,Yes,68,Yes,Lawyer,0.0,High,2.0
460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0
466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0
465469,Female,No,43,Yes,Artist,6.0,Low,1.0
461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0
465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0
459316,Male,Yes,32,Yes,Healthcare,1.0,Low,2.0
465609,Female,No,21,No,Healthcare,1.0,Low,4.0
467009,Female,No,29,No,Homemaker,2.0,Low,4.0
461766,Female,Yes,35,Yes,Artist,1.0,Low,2.0
464938,Male,Yes,46,No,Artist,0.0,Low,3.0
462034,Female,Yes,38,Yes,Artist,9.0,High,2.0
464049,Female,No,32,Yes,Healthcare,1.0,Low,3.0
467925,Female,No,28,Yes,Artist,3.0,Low,7.0
463711,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0
463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0
462064,Male,Yes,58,Yes,Artist,0.0,Average,3.0
463249,Male,No,28,No,Entertainment,1.0,Low,2.0
464217,Female,No,32,No,Healthcare,12.0,Low,3.0
463378,Male,No,30,Yes,Doctor,1.0,Low,1.0
463035,Female,Yes,42,No,Homemaker,3.0,Average,4.0
465309,Female,No,18,No,Healthcare,6.0,Low,4.0
462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0
459255,Female,No,33,Yes,Healthcare,0.0,Low,3.0
467492,Female,Yes,57,Yes,Doctor,1.0,Low,2.0
460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0
467307,Male,Yes,57,Yes,Executive,1.0,High,3.0
464026,Male,No,18,No,Healthcare,1.0,Low,2.0
462493,Male,Yes,52,Yes,Artist,1.0,Average,6.0
460452,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0
459322,Male,No,36,Yes,Marketing,0.0,Low,1.0
464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0
461114,Male,Yes,45,Yes,Artist,1.0,Average,4.0
465165,Male,No,61,Yes,Artist,0.0,Low,1.0
464526,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0
460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0
464096,Female,No,31,No,Healthcare,1.0,Low,5.0
464891,Male,Yes,42,No,Entertainment,1.0,Low,3.0
460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0
467708,Female,No,42,Yes,Healthcare,8.0,Low,1.0
461873,Male,No,29,Yes,Doctor,1.0,Low,4.0
465181,Female,No,33,Yes,Healthcare,8.0,Low,1.0
467320,Female,No,21,No,Healthcare,0.0,Low,4.0
459468,Male,Yes,35,No,Artist,9.0,Average,3.0
467316,Female,No,42,Yes,Doctor,0.0,Low,1.0
466182,Female,No,41,Yes,Artist,2.0,Low,1.0
463757,Male,No,39,Yes,Artist,0.0,Low,3.0
462314,Female,No,28,No,Doctor,14.0,Low,1.0
466652,Female,Yes,61,Yes,Doctor,1.0,Average,2.0
461664,Male,Yes,62,Yes,Artist,0.0,Average,4.0
464105,Male,Yes,65,Yes,Entertainment,1.0,Average,2.0
466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0
463844,Female,Yes,26,Yes,Engineer,9.0,Low,2.0
462913,Female,No,25,Yes,Artist,4.0,Low,5.0
465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0
459149,Male,Yes,43,No,Executive,0.0,High,4.0
464508,Male,Yes,49,Yes,Executive,1.0,High,3.0
458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0
459947,Female,No,37,Yes,Artist,3.0,Low,1.0
465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0
466338,Female,No,39,No,Engineer,0.0,Low,3.0
465122,Female,Yes,40,Yes,Artist,2.0,Average,2.0
465230,Male,Yes,72,Yes,Entertainment,1.0,Average,3.0
466369,Female,No,38,No,Homemaker,5.0,Low,1.0
