Size,Bedrooms,Bathrooms,Floor,Age,DistanceToCenter,NearbySchools,NearbyParks,PublicTransport,SafetyIndex,Price
163.7567981,3,2,4,4,18.65859662,9.0,4.0,9.0,60,170595.2128
98.00257262,2,1,15,38,16.65376198,0.0,0.0,3.0,52,121069.3159
107.5195841,3,2,10,4,5.720177364,5.0,4.0,2.0,82,186939.3695
174.6572683,3,1,16,39,19.0536569,5.0,0.0,3.0,59,128842.3041
180.8975983,3,1,10,34,8.11540309,5.0,4.0,4.0,83,222294.7229
192.9187485,3,2,12,23,9.01483853,8.0,2.0,2.0,45,226507.5433
82.32615157,3,1,15,3,11.96863752,1.0,1.0,3.0,66,141857.0701
192.1055886,3,1,15,28,1.812892374,5.0,1.0,1.0,15,226746.7642
159.628371,3,1,3,96,7.36413627,6.0,4.0,1.0,33,200748.1099
88.09124639,4,1,2,38,16.36332724,7.0,4.0,2.0,49,141790.7779
81.99679661,2,1,11,29,14.07416375,4.0,2.0,6.0,3,130903.7385
127.7301071,1,2,6,36,13.018107,7.0,1.0,5.0,21,172803.9845
53.84940771,4,1,15,48,13.7775882,6.0,0.0,6.0,9,135447.4657
81.12051132,4,1,1,34,12.49570064,8.0,2.0,5.0,18,160044.6812
106.1254971,3,1,16,11,12.78800099,3.0,0.0,6.0,84,159140.5014
119.5363137,3,2,16,40,11.13513085,6.0,2.0,5.0,35,180970.3455
91.64430594,2,2,2,9,15.39719538,8.0,3.0,7.0,73,153035.4689
138.017652,3,2,1,18,8.020358707,5.0,0.0,5.0,88,187581.1551
179.5783409,4,1,9,26,10.02952843,4.0,4.0,2.0,87,205187.9699
109.4089554,2,1,6,21,7.185025045,5.0,1.0,7.0,15,194729.1537
134.8131968,4,2,6,34,8.421078766,0.0,3.0,1.0,57,197714.7103
77.49197543,2,2,14,11,2.774297855,1.0,1.0,5.0,41,176548.21
71.7271639,4,1,4,13,5.188647465,2.0,4.0,4.0,55,174298.3399
123.2084421,1,1,14,48,5.741293201,9.0,1.0,8.0,81,192008.2792
103.3419107,4,1,4,3,5.321933956,7.0,3.0,3.0,39,214464.0803
191.0647918,4,1,9,33,7.654212329,7.0,1.0,7.0,26,236474.5096
164.7987881,2,1,4,25,3.752645996,4.0,1.0,1.0,58,202897.7634
185.557961,3,2,12,20,7.510442251,2.0,3.0,7.0,82,242786.5489
62.51336532,1,1,4,1,3.324939446,2.0,1.0,9.0,64,171181.1397
132.8288705,1,2,12,18,12.27839585,4.0,3.0,8.0,38,157407.6973
137.6714103,3,1,12,24,4.413315327,0.0,2.0,2.0,95,197237.7011
194.2904568,4,1,11,47,2.103070093,5.0,3.0,2.0,66,272136.5698
86.12431699,2,1,5,37,8.979901429,5.0,3.0,2.0,60,136617.1071
65.04409134,1,1,13,37,14.17667047,1.0,0.0,5.0,2,89434.37391
150.487482,1,2,16,37,16.0725224,4.0,1.0,4.0,25,125641.3065
167.7729368,2,1,13,16,7.378067791,0.0,1.0,9.0,61,220960.6988
92.25951586,1,2,18,38,13.91459813,5.0,2.0,5.0,82,137061.3754
196.624271,1,2,4,8,16.51056517,8.0,2.0,5.0,88,181226.5311
181.4757868,0,2,15,47,4.55237643,8.0,1.0,3.0,38,251905.2037
194.2355232,1,1,7,21,6.264257092,5.0,4.0,5.0,3,227448.2065
84.75524397,3,1,2,90,3.571671172,8.0,1.0,3.0,85,193221.0663
192.3978234,1,2,16,8,18.67561144,1.0,0.0,6.0,57,166128.8875
191.2066557,2,2,12,37,12.3054677,6.0,4.0,3.0,80,197942.0427
169.8803881,3,1,8,48,17.9219899,0.0,4.0,7.0,30,149222.5047
144.5671905,3,1,9,10,6.825388631,5.0,1.0,6.0,80,208686.711
181.143195,1,1,4,6,16.76687134,5.0,1.0,9.0,9,173858.07
93.95304268,4,1,12,26,18.89196433,3.0,4.0,9.0,19,141759.6816
177.3415333,1,2,8,34,8.508492709,4.0,0.0,8.0,96,199638.5427
142.6815038,4,1,10,21,18.17848997,6.0,1.0,9.0,73,175471.1261
51.98552866,3,1,14,88,7.366629111,5.0,1.0,9.0,60,166906.3454
72.22112914,2,1,8,20,19.91892077,8.0,2.0,2.0,48,99091.37439
197.2744085,4,1,9,10,19.09579852,7.0,0.0,8.0,81,180508.5335
121.7555461,4,2,6,3,5.343748573,7.0,1.0,0.439973214,6,220466.5314
124.6087048,3,1,7,17,16.90683851,8.0,1.0,6.0,45,151793.002
105.2876909,3,2,8,26,0.346402101,6.0,1.0,9.0,37,137048.8583
70.53504075,2,1,19,43,17.14653495,7.0,3.0,9.0,47,123349.5797
173.31766,2,2,12,17,18.19346672,8.0,4.0,8.0,14,194505.4619
78.47718679,1,1,19,18,11.89979672,2.0,1.0,4.0,16,121316.0099
126.6978474,1,2,18,41,6.588875694,3.0,3.0,7.0,73,198435.0248
83.64755435,1,1,12,18,4.752975121,4.0,1.0,1.0,32,144544.6218
64.67667267,2,1,2,38,11.02956649,4.0,4.0,6.0,90,139883.721
195.9379234,3,1,15,39,15.09398407,4.0,3.0,2.0,22,158205.598
194.1251987,2,1,11,13,4.237281039,1.0,4.0,9.0,81,252260.3652
185.9833249,4,2,11,7,11.18187186,2.0,2.0,4.0,35,223613.4734
166.1070999,1,2,17,48,9.286086582,5.0,2.0,7.0,10,187651.148
99.9717728,3,2,16,25,4.956260009,6.0,4.0,5.0,10,201060.7969
62.1652085,1,2,2,34,11.50628403,6.0,1.0,1.0,94,110044.3165
111.0861757,3,1,11,15,6.242360714,9.0,0.0,4.0,31,174887.1997
69.87314521,2,1,16,10,4.802077553,5.0,3.0,6.0,36,165283.0653
58.01407727,1,1,17,38,18.0989082,0.0,0.0,7.0,57,72251.28023
51.71411879,4,2,10,12,12.59635745,1.0,3.0,6.0,95,153274.1514
165.5871123,4,1,12,0,3.316726761,1.0,4.0,5.0,28,223546.8631
72.04199681,4,2,1,17,12.97032666,1.0,2.0,1.0,54,137319.0766
61.92831239,2,2,18,20,6.168766447,8.0,2.0,3.0,69,181199.7333
63.44045514,2,2,8,24,19.17410022,3.0,2.0,5.0,82,98623.99119
150.8071711,3,2,3,49,8.488931055,3.0,2.0,6.0,58,218650.3802
86.80508148,2,1,7,10,12.54072458,2.0,0.0,2.0,46,122923.7994
113.08092,2,1,4,43,5.100453948,3.0,2.0,1.0,11,170580.561
133.6053187,4,2,14,42,17.36804785,3.0,4.0,8.0,45,181268.7304
159.0566394,2,1,12,40,5.667070933,8.0,3.0,4.0,82,203731.7102
90.54918579,2,2,6,27,18.30992165,9.0,1.0,9.0,40,136349.2265
69.72241989,4,2,17,43,1.762945419,4.0,0.0,2.0,62,200657.2458
89.31772239,3,2,9,28,16.8737285,3.0,0.0,1.0,58,113494.2645
118.421085,4,2,7,33,9.844233381,0.0,4.0,6.0,90,203584.7634
152.4922003,4,2,13,31,2.246059818,8.0,3.0,5.0,51,245403.6549
154.3438168,3,2,11,23,5.304365114,3.0,2.0,1.0,92,215180.9968
168.2818268,4,1,16,23,16.31078569,6.0,3.0,3.0,41,180781.9064
58.52721146,3,1,1,48,1.85632672,0.0,4.0,3.0,37,165375.4748
154.5495863,2,1,8,41,2.261766278,6.0,4.0,4.0,160,230438.4442
21.82485795,3,2,6,48,6.65285681,5.0,2.0,7.0,81,230808.2743
166.6111343,4,1,7,25,1.900618518,2.0,0.0,3.0,84,261541.8744
88.91338465,3,1,16,15,19.91854099,3.0,2.0,0.385739217,54,100775.6126
138.1399453,1,1,1,4,10.87214238,3.0,4.0,9.0,9,164836.8345
90.92328536,4,1,19,34,16.29816141,7.0,2.0,7.0,30,157844.5524
79.55814203,4,1,8,37,4.29203412,0.0,2.0,9.0,80,206362.3382
118.9783826,4,2,2,1,5.173042193,4.0,2.0,1.0,65,210023.33
169.9693827,3,1,17,39,7.402265209,4.0,3.0,1.0,61,193133.9635
61.54346705,4,1,19,13,9.50516651,9.0,2.0,25.6499766,56,155391.1483
96.02151493,4,2,9,27,1.988566428,2.0,3.0,8.0,87,220380.3365
136.6314423,3,2,9,24,14.38690063,8.0,0.0,8.0,99,177307.3174
193.9150011,4,2,17,30,11.26140753,3.0,0.0,1.0,90,215426.8777
114.5603659,3,1,8,46,8.731364258,4.0,0.0,5.0,55,180746.4501
126.5025278,11,1,5,34,4.660345483,2.0,0.0,6.0,94,225609.065
130.4266242,2,1,17,4,8.973969997,9.0,1.0,6.0,69,200990.2413
91.63941466,8,1,11,8,18.94909182,1.0,0.0,5.0,40,125981.5087
69.32908482,1,2,7,21,13.6056868,0.0,0.0,9.0,57,123101.7242
108.9013515,2,2,5,49,10.97803487,3.0,2.0,1.0,74,142030.531
193.4608584,2,2,17,25,8.910977227,8.0,4.0,1.0,68,196201.5071
131.5708925,4,2,16,35,3.94705377,4.0,4.0,2.0,29,222328.8875
118.5367132,2,2,15,25,12.06155648,8.0,3.0,4.0,89,167493.536
182.3062115,2,2,16,1,14.87469447,9.0,4.0,9.0,87,210101.7087
118.7905943,2,2,8,7,18.98341662,9.0,3.0,9.0,5,159472.2042
158.6251455,2,2,16,14,6.640204486,9.0,0.0,4.0,85,235995.3787
109.8537983,1,1,15,39,8.541205236,9.0,3.0,6.0,85,173930.4636
185.6066589,2,2,11,26,4.476086851,4.0,1.0,9.0,63,247266.3206
153.503753,3,2,5,28,17.68086969,1.0,2.0,3.0,94,147123.8424
154.9433081,4,2,10,48,16.65746726,5.0,1.0,4.0,53,166919.4414
99.15806023,4,2,9,6,15.724238,4.0,4.0,9.0,15,166389.5928
163.5167964,4,1,12,46,2.088510732,5.0,4.0,1.0,69,231897.5109
145.4091583,1,1,4,42,11.5776694,8.0,1.0,6.0,88,171674.9762
86.00304101,2,1,13,24,5.465257679,7.0,3.0,9.0,4,182433.9337
74.08082337,4,2,3,25,3.274018738,0.0,2.0,1.0,58,188519.5706
563.6159535,3,2,3,14,15.8506489,6.0,8.581849434,1.0,51,171553.2895
193.8749905,1,2,14,22,5.020046127,1.0,2.0,1.0,88,202143.049
118.7208241,2,1,19,14,10.51542227,1.0,2.0,6.0,7,163376.861
138.6476248,2,1,16,3,10.99583062,9.0,3.0,6.0,75,195112.5054
178.6583966,2,1,2,42,5.052358077,4.0,4.0,8.0,79,246628.6184
192.7811715,1,2,5,46,2.003578054,1.0,3.0,9.0,19,249762.3787
136.3626743,3,1,18,1,1.001376543,5.0,0.0,1.0,64,215091.9722
173.1150681,2,1,12,15,17.7261167,9.0,4.0,8.0,89,177353.4628
186.3265578,1,2,13,37,8.89618534,5.0,4.0,3.0,73,199957.6866
144.3347659,1,1,10,10,9.191057597,1.0,4.0,7.0,57,193394.0837
109.7651388,1,1,5,45,6.622330673,7.0,1.0,8.0,9,177234.2886
59.4069428,4,1,12,5,2.552089814,0.0,1.0,3.0,83,176755.1276
113.6048378,4,1,10,17,6.884198336,6.0,1.0,7.0,14,212593.1763
88.80261003,3,2,7,17,12.56093504,6.0,2.0,4.0,28,166948.7012
177.3557463,4,2,18,17,15.4929406,5.0,1.0,4.0,53,202257.1299
193.8474083,1,2,16,41,15.40686103,0.0,4.0,2.0,79,154980.5362
103.3053273,3,2,13,3,3.997280242,6.0,0.0,6.0,16,227049.6994
103.5060336,1,2,7,33,12.0815587,4.0,4.0,5.0,10,162841.7758
52.4492754,3,2,19,7,17.76946131,7.0,0.0,4.0,51,107638.6221
77.78484879,4,1,17,22,5.141243945,5.0,0.0,5.0,96,189588.6246
189.3937126,2,1,1,23,15.22021775,8.0,2.0,1.0,94,184785.0717
64.94223953,4,1,7,28,16.42907891,3.0,0.0,2.0,74,116453.164
191.79523,2,1,7,5,5.712880264,7.0,2.0,1.0,9,215867.9208
99.00513227,1,2,19,3,8.570202551,3.0,0.0,5.0,26,155018.1663
84.91161939,6,1,1,26,12.85620843,1.0,0.0,6.0,78,117878.013
142.169706,4,2,10,31,10.43217061,8.0,1.0,3.0,55,200251.535
54.96118872,3,1,18,12,15.69937487,5.0,2.0,1.0,65,114000.6406
52.34090967,4,2,11,11,17.07188429,4.0,3.0,7.0,97,135548.673
114.3193584,3,1,5,3,17.41271698,4.0,2.0,5.0,74,135737.5918
60.2111111,4,2,5,12,12.61897648,1.0,0.0,5.0,97,152959.777
87.79114824,3,1,19,82,12.63909799,1.0,1.0,3.0,51,142219.123
51.80543343,3,1,19,7,2.210256652,2.0,3.0,8.0,84,210150.8074
196.1384319,3,1,9,11,12.33923834,0.0,2.0,1.0,36,201310.0299
198.5517502,3,2,19,49,13.83511937,0.0,1.0,8.0,90,190896.8249
111.3581143,4,2,5,9,4.572151464,5.0,0.0,6.0,41,224867.7814
74.44316391,2,2,8,26,5.977109844,8.0,1.0,9.0,47,180992.5658
145.8142636,2,1,11,38,4.099510906,7.0,4.0,9.0,63,210433.4883
123.545802,1,2,4,16,17.01108648,5.0,1.0,1.0,30,102683.8537
198.4114666,1,1,16,27,6.325947247,8.0,1.0,9.0,58,230208.4145
59.79563107,1,2,15,6,11.68419988,0.0,4.0,8.0,56,131447.8884
167.4851657,3,2,14,19,3.681443647,1.0,0.0,5.0,94,238897.0415
86.90947775,1,2,3,38,7.248211442,2.0,3.0,6.0,65,141393.3116
127.5962776,1,1,4,14,7.003812965,0.0,0.0,8.0,23,176904.5595
113.6133483,1,2,4,20,15.60598151,6.0,4.0,3.0,48,140256.9584
93.05772799,2,2,19,48,7.170931297,6.0,1.0,1.0,9,154732.018
155.9862059,1,1,3,41,13.71466944,3.0,2.0,7.0,48,154650.0194
112.2285304,2,1,17,42,12.4557101,4.0,4.0,7.0,22,152117.9973
104.0818341,4,2,8,1,3.270796749,3.0,0.0,8.0,47,219413.93
174.2985372,3,2,11,39,9.34999637,0.0,1.0,3.0,83,211842.514
56.90109663,3,1,17,10,13.00553821,6.0,3.0,6.0,16,140555.0438
102.2779054,2,2,9,82,13.74075254,6.0,3.0,4.0,80,147237.3885
172.2449719,3,1,12,18,9.812818094,5.0,0.0,8.0,51,223273.6698
197.8237141,3,2,2,19,6.22290977,9.0,0.0,6.0,8,244855.835
185.7422518,2,2,6,12,4.570287251,1.0,2.0,5.0,96,234700.1943
198.8016865,1,1,11,39,1.291762795,7.0,4.0,4.0,15,227727.2184
87.41300616,3,2,8,45,17.36470677,2.0,3.0,6.0,62,118695.4832
65.88592323,3,1,5,42,10.35494527,6.0,1.0,6.0,26,156698.7992
192.6428917,2,2,19,18,10.81759658,0.0,1.0,4.0,83,192763.4478
85.01303832,4,1,16,45,3.180489717,1.0,3.0,4.0,69,193172.4616
153.4652398,4,1,3,74,3.047746585,1.0,4.0,4.0,96,218924.6427
58.75345385,3,2,10,7,7.341884693,0.0,2.0,7.0,98,166124.6099
159.6063649,4,1,1,16,10.80838224,1.0,3.0,3.0,64,185225.2498
106.8585344,3,2,1,38,16.79961019,6.0,1.0,5.0,23,156749.2723
106.1444275,4,2,14,37,8.170454303,1.0,2.0,7.0,74,202253.7537
162.3182386,4,1,19,8,1.533671847,0.0,4.0,5.0,24,247285.6592
75.77796486,4,2,2,12,2.615049957,6.0,4.0,1.0,96,225312.9682
95.67026111,2,1,2,7,19.71793898,6.0,4.0,9.0,42,128091.7649
85.6612739,1,2,3,41,5.49265855,9.0,2.0,7.0,25,184268.1282
125.3584186,4,2,15,7,8.143286195,1.0,4.0,4.0,68,190824.8817
191.38754,4,2,11,17,9.192137488,7.0,4.0,7.0,6,253590.8588
145.0996547,2,2,10,35,15.51349918,5.0,1.0,3.0,64,133328.6229
180.0934108,1,2,8,17,1.635685429,5.0,4.0,5.0,75,224737.5545
191.0314534,3,1,13,33,1.733832631,0.0,0.0,3.0,29,236269.1264
162.6147293,4,1,5,29,3.225239483,0.0,0.0,6.0,96,247402.1113
195.194835,4,2,18,33,8.876385728,5.0,4.0,6.0,73,251454.0286
117.7732524,1,1,14,9,6.397099914,4.0,4.0,9.0,86,187592.3465
60.63046673,4,1,14,22,10.29578857,8.0,1.0,6.0,31,175118.0177
72.85320585,1,1,19,17,11.35882275,5.0,2.0,8.0,58,146206.884
69.69339927,2,2,2,11,3.898312604,8.0,0.0,7.0,93,182724.2284
