BranchName,City,Population,IncomeGeneratingPopRatio,AverageIncome,IndustryType,Sales
지점7,인천,1840054,0.396561208,5829736,서비스업,318937621
지점614,서울,1356658,0.511933363,5180516,제조업,474354334
지점534,울산,1654829,0.608412571,3567961,농업,355773669
지점398,광주,2005090,0.502521508,3490408,서비스업,438746926
지점722,서울,2740060,0.639708731,4824484,제조업,284022876
지점859,광주,1157456,0.51193395,4165309,농업,286262951
지점692,대전,2114151,0.610835967,5291144,제조업,459489647
지점105,수원,1817141,0.376952055,5798801,서비스업,283755062
지점304,대구,1761746,0.234168189,4811533,농업,353017783
지점550,고양,2920348,0.495139961,5057829,농업,350561689
지점730,대전,537330,0.566407562,6859322,서비스업,155745392
지점209,수원,962944,0.503870924,4772281,어업,219708973
지점303,광주,2545025,0.550628424,5727259,서비스업,222369664
지점52,광주,997238,0.581570115,6036910,농업,404379856
지점91,대전,2784830,0.482922548,5652874,제조업,351820944
지점355,광주,2421750,0.682104878,6822342,농업,407425957
지점633,대구,1638582,0.431522191,4862074,제조업,391257908
지점461,대구,2725793,0.271988267,4391801,제조업,110274999
지점23,고양,1952317,0.589019423,3171631,농업,448700485
지점375,인천,1600493,0.560521704,4659030,서비스업,358904678
지점547,부산,2726692,0.640533306,3384877,제조업,443610045
지점440,인천,1199919,0.543391684,6979016,농업,295704150
지점219,수원,2134196,0.683523396,3609629,농업,457445270
지점738,수원,1217248,0.619113522,4229604,농업,394984905
지점506,부산,1761121,0.318594816,4260551,농업,146940277
지점606,용인,1318411,0.676107907,5630238,어업,124453993
지점802,고양,1912530,0.302390681,4424158,서비스업,293523079
지점949,대구,2914042,0.578564889,3586048,어업,434527356
지점684,대전,1329782,0.467216014,5950076,농업,175251184
지점206,대전,2896359,0.677980875,6648936,제조업,407847625
지점648,용인,1348932,0.361607601,4075895,제조업,171841673
지점191,대전,2837630,0.480560464,3315749,어업,390265809
지점362,고양,1927990,0.681734997,3769055,제조업,154916945
지점665,울산,865437,0.486158508,5817492,서비스업,411973052
지점376,대전,2189228,0.348985132,6778018,어업,450339642
지점632,용인,1626131,0.261773342,5531732,어업,470294610
지점186,대구,775810,0.229511623,4638419,농업,261188960
지점733,울산,547188,0.646319902,4206126,어업,404645189
지점405,인천,537990,0.334054632,4257579,농업,151338388
지점195,광주,1402001,0.34680841,5352884,서비스업,432475346
지점565,대전,2078638,0.471093477,6983263,어업,171269565
지점402,광주,2982660,0.279734546,6080405,제조업,227460370
지점531,대전,1993264,0.301697921,5075762,제조업,147687410
지점657,수원,2599997,0.458277971,6379125,어업,449695025
지점442,인천,1349814,0.584499461,5806854,어업,481532803
지점133,인천,935910,0.240224258,4183484,어업,320368531
지점234,고양,2094498,0.548864201,4637716,제조업,194662554
지점174,고양,1016120,0.585801403,5908872,제조업,419402176
지점429,고양,2711931,0.602563743,3619600,서비스업,289808056
지점568,용인,1628879,0.206827703,6148721,제조업,401243258
지점968,인천,1062258,0.641292987,3753087,농업,479893727
지점759,수원,2063635,0.487555558,5579772,서비스업,106088988
지점627,수원,976379,0.648956776,6209383,어업,406073924
지점97,부산,1014077,0.216472724,6507815,농업,451402306
지점782,부산,1825310,0.332062866,5428282,제조업,393715760
지점500,대전,1074645,0.569973121,3460888,농업,260521588
지점75,광주,1396997,0.614240245,6644074,서비스업,328630590
지점90,부산,2232966,0.254784846,3152784,서비스업,426303943
지점610,인천,1916279,0.410455068,4376621,서비스업,181179484
지점1,대전,2965488,0.253247657,6599779,농업,358485887
지점393,서울,2294241,0.450886565,6137745,서비스업,311227452
지점477,광주,1113669,0.487495164,5791167,농업,190043171
지점800,부산,760107,0.211618313,6376288,어업,446961940
지점520,고양,2438978,0.366124458,6591780,농업,180435430
지점108,서울,2690237,0.277420352,5304709,서비스업,248935837
지점709,대전,2641913,0.322924651,6265496,서비스업,308292123
지점635,용인,1932597,0.534391271,4880522,제조업,320024295
지점224,고양,1197346,0.356847527,4999338,제조업,250558197
지점328,대구,1576004,0.27401934,3485255,농업,346058841
지점103,대구,2159315,0.672715485,3593324,서비스업,327698329
지점705,고양,2899188,0.616494238,5651658,어업,101912439
지점476,대구,2127481,0.625314,5794904,서비스업,159564224
지점214,인천,2913433,0.609050525,3469430,어업,334255810
지점136,고양,1877437,0.318986271,3009191,농업,283632528
지점247,인천,2520602,0.42231268,5560114,서비스업,496723253
지점971,용인,1646960,0.28195495,6101494,제조업,134669084
지점892,인천,2585924,0.295785507,4287619,농업,457126955
지점620,인천,700049,0.220673186,4423109,서비스업,369047421
지점816,용인,993647,0.37620356,6582497,서비스업,345757295
지점366,수원,2516386,0.430401521,3638432,서비스업,240667012
지점813,수원,2652651,0.369559207,4185422,어업,485000616
지점27,서울,2210324,0.200183672,3675137,어업,398778665
지점643,대전,1485832,0.543345015,5334319,농업,337591477
지점418,광주,1892318,0.626368079,3790196,서비스업,368179547
지점908,인천,1548489,0.678285778,5777055,서비스업,197941309
지점922,용인,1175321,0.47677098,5646662,어업,220404099
지점4,인천,1064143,0.542249273,3672165,제조업,216569064
지점135,고양,2489394,0.617293191,3585262,제조업,438002951
지점356,용인,539965,0.590442592,5291832,제조업,297191156
지점878,광주,2547645,0.411774908,6725308,제조업,165533752
지점769,대구,1038767,0.38596739,5826607,서비스업,418093901
지점837,대구,1263078,0.6106188,5804582,서비스업,477239457
지점562,울산,1894604,0.66313294,4294029,농업,190617016
지점893,서울,2184364,0.531087117,5902888,농업,130900486
지점226,대전,863975,0.350850787,6080976,제조업,422592175
지점821,용인,1770075,0.431380615,5709798,어업,212515209
지점370,부산,1200102,0.256947052,6249755,제조업,499261025
지점682,부산,2303240,0.226203518,6015800,제조업,148691084
지점340,울산,1716208,0.203101707,5714845,어업,479168350
지점420,대전,1603017,0.333994341,4856605,제조업,154202268
지점830,수원,1289710,0.348128636,5905872,농업,419396899
지점952,부산,957049,0.435366077,5238385,농업,295618716
지점455,서울,739369,0.387774678,6282687,어업,169710104
지점64,수원,1182892,0.625599236,6539591,어업,107814666
지점760,수원,1754628,0.69805022,4867089,농업,379114995
지점361,수원,1965563,0.281036493,4290776,농업,302681874
지점238,인천,1552559,0.546861669,3281953,서비스업,182266968
지점113,대구,2481051,0.59876318,4525124,농업,132349460
지점641,고양,2989513,0.683502762,4978893,서비스업,465705073
지점533,고양,1432672,0.359903668,4162441,제조업,222412507
지점127,인천,1752636,0.212274058,4721519,농업,461681286
지점260,수원,828557,0.427082634,4367175,어업,135644807
지점743,용인,2047723,0.200451643,6764769,농업,325299374
지점762,울산,2151733,0.376711852,6472637,농업,189461118
지점138,대구,994524,0.645382173,6231450,제조업,134050238
지점8,대전,2582895,0.494855909,5636346,어업,418833832
지점503,대전,590791,0.377689908,5961217,제조업,453429042
지점832,서울,2870827,0.248355631,5835373,어업,191751641
지점763,대구,545119,0.331445589,4561073,농업,409728767
지점852,인천,2177402,0.23940118,4735437,제조업,469385468
지점408,부산,1556923,0.212615914,6800001,농업,498095207
지점693,대구,2109274,0.47395335,6810769,서비스업,267019969
지점354,수원,2584356,0.262580829,5120342,어업,340983279
지점154,용인,589034,0.336674368,3212908,서비스업,400745910
지점567,대구,2222045,0.693717495,3091386,서비스업,124802552
지점543,용인,2077864,0.480699359,4486231,서비스업,312639815
지점344,수원,1712581,0.522149314,4375991,농업,203355148
지점888,울산,2599708,0.535119471,3175248,어업,359875528
지점998,부산,2292372,0.246139799,6944712,제조업,213047735
지점826,울산,1368602,0.666923181,6358746,농업,375165950
지점57,광주,2844927,0.414404885,6782884,어업,172124137
지점401,고양,949443,0.284839058,5550732,서비스업,317035868
지점573,광주,1440117,0.629768314,5262802,제조업,489395473
지점474,부산,1349429,0.444221233,5987224,서비스업,341227397
지점469,용인,2385541,0.35875185,6064216,제조업,409471399
지점652,광주,1966110,0.548161843,5499383,농업,485931453
지점670,대구,2732590,0.427167121,3015529,서비스업,264265628
지점505,수원,1451530,0.292102153,5349396,농업,132907856
지점901,광주,677301,0.356060508,5323222,농업,122719562
지점650,고양,837893,0.300502741,6369980,농업,205919296
지점932,서울,2192363,0.616967335,4197594,어업,488555217
지점301,서울,2147004,0.508517605,3384470,어업,291910440
지점675,울산,2894647,0.543675898,4976642,서비스업,392352673
지점666,인천,902731,0.64743487,3928678,제조업,447942652
지점571,대구,2943738,0.344453386,5843239,어업,203013242
지점164,인천,1516350,0.510941196,4013149,어업,335002096
지점337,용인,1572967,0.564805692,6461345,농업,291657739
지점60,용인,1554172,0.400234855,4490972,제조업,148069709
지점822,부산,2638656,0.20275522,5023223,제조업,250545148
지점934,고양,2844029,0.541635348,3456914,서비스업,366203313
지점491,울산,547628,0.329017978,3893540,어업,218295286
지점788,울산,1788389,0.44748581,6274538,제조업,308731553
지점450,인천,1118281,0.327120045,4370547,농업,280412137
지점704,대전,2466964,0.510420781,6761404,어업,489448584
지점438,광주,2028526,0.31936942,3046132,서비스업,382035725
지점564,수원,591934,0.240233592,3132517,어업,457206219
지점721,서울,1995807,0.450795735,6450540,농업,358610598
지점891,울산,1675228,0.56216549,5858896,서비스업,125114613
지점220,대전,791691,0.637421181,3057476,농업,151688163
지점679,대구,2396889,0.519042299,6023091,서비스업,398742930
지점587,부산,2961476,0.680803058,6419247,어업,356687006
지점283,광주,2573207,0.532975705,5563175,서비스업,113291153
지점349,용인,937489,0.63841031,4931176,서비스업,274327167
지점687,울산,1388456,0.562166782,6405089,서비스업,209056728
지점5,수원,2517553,0.408666571,6823098,농업,429642080
지점996,광주,2988985,0.596277584,4556273,어업,142466263
지점464,인천,2331979,0.404338699,3001803,제조업,483292811
지점777,대전,1484969,0.316809073,6037067,농업,324411454
지점683,수원,1020103,0.655065694,3272540,제조업,201418505
지점880,대구,2417678,0.571004652,6325284,서비스업,358378000
지점518,서울,2979327,0.654136543,3312766,농업,103490141
지점574,부산,1122698,0.65782642,4588180,서비스업,492591103
지점794,광주,785329,0.64334161,6113590,농업,413792358
지점894,수원,655710,0.625661719,5927798,어업,128800165
지점535,광주,2535972,0.469768303,3961984,농업,487433265
지점904,수원,2438408,0.566554652,6680433,농업,488496540
지점277,용인,890525,0.241765294,4509547,서비스업,194024287
지점285,인천,2706807,0.50359032,5649170,제조업,436931075
지점471,용인,911509,0.443303046,5824859,서비스업,300629147
지점427,광주,2860489,0.27272507,3440214,서비스업,421202784
지점282,고양,1853871,0.327144065,4357617,농업,447381779
지점121,용인,994513,0.28337079,4970861,농업,133273634
지점594,울산,753468,0.251035865,3934329,서비스업,363926173
지점982,대구,1045785,0.400255232,6237574,어업,244849909
지점14,고양,849845,0.29666732,5067966,어업,371790823
지점656,고양,2601981,0.557026893,4883557,농업,305742299
지점456,고양,1449786,0.484081122,3961470,농업,268168679
지점585,대구,1879652,0.492525505,3423962,제조업,451365122
지점956,울산,879058,0.323728593,5612988,농업,330700557
지점161,용인,2329270,0.62090787,3864565,농업,203414767
지점978,부산,2575771,0.46707801,5350637,어업,497959086
지점974,대전,2560296,0.41225274,3373120,어업,417023549
지점716,대전,1114241,0.695226655,6414996,서비스업,317228614
지점745,광주,2492684,0.313245639,6058240,제조업,382579370
지점196,울산,1337404,0.684102196,5481291,서비스업,474529849
지점192,수원,1311385,0.61827359,6196246,서비스업,420404573
지점629,서울,1530987,0.265558114,6153593,제조업,321656118
지점537,인천,2327731,0.431947337,3564725,어업,365339091
지점881,대구,2264303,0.648572936,3892039,서비스업,373853634
지점165,부산,1730599,0.464370756,3484052,농업,240330184
지점107,용인,846653,0.622538814,6838639,서비스업,464876962
지점17,수원,2594889,0.514730614,6815264,농업,492044896
지점576,고양,1154806,0.484936076,6211687,농업,463749985
지점926,용인,2771238,0.531091826,4847306,서비스업,142433001
지점713,고양,1186352,0.321970409,4665425,제조업,177228867
지점541,대전,564327,0.312388664,4373796,제조업,266931325
지점330,부산,2399924,0.20748813,6968669,제조업,343608153
지점481,용인,881031,0.347653661,3112564,서비스업,388672063
지점499,울산,2946965,0.540185127,6360088,어업,359089629
지점969,용인,2165227,0.240103331,6920262,농업,489112469
지점406,인천,2786318,0.265798425,4617826,제조업,263776328
지점744,광주,1076139,0.234907151,3415188,어업,205341333
지점94,서울,2396876,0.650337619,3269478,제조업,268240688
지점434,부산,1713513,0.500971849,6975107,농업,163486040
지점84,광주,2493441,0.691463239,3657984,농업,491366108
지점844,울산,1184721,0.500235522,4457662,농업,425362835
지점915,광주,859629,0.295425002,4545547,농업,491933245
지점658,고양,2759226,0.266537995,5146109,어업,356012801
지점415,서울,1904030,0.290330311,3012074,농업,413069024
지점663,서울,2731633,0.33153939,3619075,어업,177783135
지점979,대구,532869,0.601073977,5721279,서비스업,452286387
지점772,인천,579309,0.458369357,6258830,농업,105432507
지점729,광주,1716540,0.485748723,6329876,어업,168450189
지점912,수원,1098074,0.341778858,3842059,서비스업,373992589
지점808,수원,2246855,0.4034732,4046568,제조업,380213304
지점323,대전,2750323,0.424300331,6827489,제조업,112629385
지점557,수원,2777677,0.594517986,6633694,어업,156333556
지점358,서울,2489802,0.476343236,5908723,제조업,450851310
지점70,대구,2282949,0.50717315,3592668,어업,156438650
지점515,부산,732587,0.396379473,6239427,제조업,491141463
지점510,대전,1470936,0.533816901,6854543,농업,431780312
지점341,수원,1493345,0.204642225,6625350,제조업,123182521
지점222,대구,905845,0.250642123,5375088,농업,231066560
지점929,부산,1822871,0.69670261,4903833,어업,284380108
지점147,고양,2800781,0.37653748,3153151,제조업,334712125
지점290,인천,1780389,0.559093263,5959231,어업,441766520
지점30,서울,928565,0.519181448,6694520,농업,405320195
지점115,인천,599073,0.663510284,6408881,어업,255119969
지점509,대구,563483,0.467941491,4938168,어업,232314194
지점811,고양,1830101,0.296440351,4177974,어업,476129067
지점973,울산,2988165,0.571670113,4730983,어업,481697949
지점177,고양,1416584,0.236300033,6917556,서비스업,309024511
지점169,용인,928877,0.285586024,3267170,서비스업,344774568
지점348,고양,2232494,0.263183763,5249543,어업,428835744
지점377,수원,2712133,0.554616882,3357279,제조업,278191447
지점765,서울,1924888,0.250402258,4212841,제조업,267569804
지점872,부산,1455714,0.401454222,3878650,서비스업,420286606
지점890,고양,1789000,0.551169571,3273215,서비스업,255485792
지점773,수원,1518482,0.588596364,5257093,제조업,142222841
지점190,울산,1942224,0.574361153,5362875,서비스업,465440498
지점137,고양,824277,0.580963256,3997997,서비스업,146827688
지점447,서울,2436645,0.326426939,4770597,서비스업,370195750
지점840,대구,2102851,0.559538512,5483860,어업,162023233
지점255,대전,2755018,0.240526894,5817495,어업,155636417
지점882,부산,500819,0.390017288,3975664,제조업,150571854
지점291,고양,1186458,0.60097862,3344001,어업,281770548
지점942,인천,1611804,0.257568925,4882946,제조업,147543183
지점955,부산,1188885,0.629238784,4674065,어업,426242125
지점233,서울,1885249,0.293680451,5924331,서비스업,345283216
지점646,부산,1232713,0.518094775,4841373,어업,355573399
지점34,부산,719402,0.29265646,4696407,어업,100158342
지점89,서울,1660291,0.5481096,6037152,어업,417321692
지점45,수원,954688,0.276548448,6105432,서비스업,292754993
지점342,고양,1763704,0.466046205,5432005,제조업,428222577
지점62,부산,2881371,0.246425607,6011266,농업,190279525
지점954,부산,1012084,0.550101884,3836741,어업,383273101
지점200,인천,1758870,0.451254698,5239381,어업,376531872
지점430,인천,2451537,0.58462356,6373407,농업,318007829
지점748,고양,1296165,0.638340946,6415497,제조업,132845933
지점395,부산,2237850,0.438041993,6432372,제조업,373579633
지점731,부산,1345461,0.249124957,6209916,서비스업,145513279
지점298,서울,848733,0.474709292,4939707,어업,174075801
지점74,용인,1459351,0.53631357,5103414,어업,308556101
지점394,인천,1366518,0.605759235,4470890,제조업,395925284
지점548,인천,2054635,0.203640507,6230245,어업,204342895
지점580,광주,898262,0.469438502,6118770,어업,135963121
지점542,대전,1311158,0.623869666,5088967,서비스업,227473907
지점855,광주,1952255,0.49454918,4057883,제조업,384493120
지점834,울산,2211961,0.214800414,5199798,농업,198497476
지점841,고양,635636,0.479785267,6897712,농업,317258326
지점664,인천,1559639,0.366753698,6617061,어업,466878256
지점218,수원,1221268,0.57196891,6482856,제조업,472240191
지점540,울산,1878686,0.486225109,3227837,어업,369596377
지점829,부산,735592,0.654438276,4162205,제조업,136908529
지점624,광주,883516,0.492331432,5195407,서비스업,268993376
지점669,인천,762655,0.490839922,5995289,서비스업,194302158
지점825,대전,1358397,0.217553685,6458319,서비스업,194696501
지점422,인천,1436592,0.610651739,6788823,농업,375367260
지점695,인천,655605,0.602851169,4860359,제조업,314578248
지점139,인천,1069898,0.603062076,5606697,농업,243697418
지점213,수원,888330,0.694544038,4359198,서비스업,294919399
지점617,부산,1976387,0.682463971,6746999,농업,160611403
지점843,울산,2602020,0.24563536,6500866,농업,348674257
지점839,대전,1754523,0.577045183,6303481,농업,476438895
지점867,울산,827735,0.467354087,3398861,어업,101694243
지점728,인천,754968,0.695269597,3319668,농업,495214153
지점966,대전,1024647,0.67212991,6569324,제조업,271811703
지점702,대전,2500249,0.655362617,6520113,어업,340667094
지점727,광주,1877519,0.295130254,3788141,어업,262429192
지점918,울산,2193227,0.430819681,4476233,어업,249980658
지점717,부산,2390505,0.622686769,4491002,농업,218374202
지점235,부산,1397563,0.685187664,3877293,서비스업,160309804
지점68,울산,1496352,0.663013253,4421353,서비스업,192893449
지점25,광주,1339133,0.637846135,5908871,서비스업,331481270
지점382,용인,1608283,0.508309222,6051015,농업,240978818
지점217,용인,2866016,0.592029307,3575917,제조업,362464679
지점736,서울,928954,0.512708805,3223301,농업,472027203
지점130,울산,2071155,0.446789266,4110380,제조업,486597232
지점350,고양,2670267,0.580396314,3207640,제조업,106323075
지점112,용인,2398466,0.303225706,5959396,서비스업,162758780
지점167,서울,2512760,0.579725126,3340938,어업,480287664
지점208,인천,1567597,0.612133235,3742503,서비스업,439592487
지점439,수원,940301,0.671913795,4875520,어업,120917676
지점553,대전,1040531,0.338967679,3577366,서비스업,243556541
지점275,용인,1739027,0.363471125,6522420,어업,492907296
지점975,인천,1397169,0.603475644,4922341,서비스업,328118938
지점592,부산,1879760,0.214128341,3029150,농업,411426535
지점801,인천,1536089,0.465551885,5028157,제조업,214677675
지점938,대전,1669033,0.36921871,5114597,제조업,431652848
지점526,서울,2629995,0.554037467,4560806,어업,390849518
지점288,수원,2143712,0.256375755,5279087,제조업,323466345
지점470,대구,1148779,0.49779251,4772400,서비스업,242145081
